1737 116.2996,38.561 116.4412,38.55343 116.3092,38.67171 116.451,38.66412
1738 116.4412,38.55343 116.5827,38.54567 116.451,38.66412 116.5928,38.65634
1739 116.5827,38.54567 116.7242,38.53771 116.5928,38.65634 116.7345,38.64837
1798 116.3092,38.67171 116.451,38.66412 116.3188,38.78243 116.4609,38.77484
1799 116.451,38.66412 116.5928,38.65634 116.4609,38.77484 116.6029,38.76704
1800 116.5928,38.65634 116.7345,38.64837 116.6029,38.76704 116.7448,38.75905
1801 116.7345,38.64837 116.8762,38.6402 116.7448,38.75905 116.8868,38.75086
1859 116.3188,38.78243 116.4609,38.77484 116.3285,38.89319 116.4707,38.88557
1860 116.4609,38.77484 116.6029,38.76704 116.4707,38.88557 116.613,38.87776
1861 116.6029,38.76704 116.7448,38.75905 116.613,38.87776 116.7552,38.86975
1919 116.1861,38.9006 116.3285,38.89319 116.1955,39.01139 116.3381,39.00396
1920 116.3285,38.89319 116.4707,38.88557 116.3381,39.00396 116.4807,38.99633
1921 116.4707,38.88557 116.613,38.87776 116.4807,38.99633 116.6232,38.98851
1922 116.613,38.87776 116.7552,38.86975 116.6232,38.98851 116.7657,38.98048
1980 116.1955,39.01139 116.3381,39.00396 116.205,39.12221 116.3478,39.11476
1981 116.3381,39.00396 116.4807,38.99633 116.3478,39.11476 116.4906,39.10712
1982 116.4807,38.99633 116.6232,38.98851 116.4906,39.10712 116.6334,39.09928
1983 116.6232,38.98851 116.7657,38.98048 116.6334,39.09928 116.7761,39.09124
2041 116.205,39.12221 116.3478,39.11476 116.2145,39.23304 116.3576,39.22558
2042 116.3478,39.11476 116.4906,39.10712 116.3576,39.22558 116.5006,39.21792
2043 116.4906,39.10712 116.6334,39.09928 116.5006,39.21792 116.6436,39.21007
2044 116.6334,39.09928 116.7761,39.09124 116.6436,39.21007 116.7866,39.20201
2045 116.7761,39.09124 116.9188,39.083 116.7866,39.20201 116.9296,39.19376
2101 116.0714,39.24031 116.2145,39.23304 116.0806,39.35118 116.224,39.3439
2102 116.2145,39.23304 116.3576,39.22558 116.224,39.3439 116.3673,39.33643
2103 116.3576,39.22558 116.5006,39.21792 116.3673,39.33643 116.5107,39.32875
2104 116.5006,39.21792 116.6436,39.21007 116.5107,39.32875 116.6539,39.32088
2105 116.6436,39.21007 116.7866,39.20201 116.6539,39.32088 116.7972,39.31281
2106 116.7866,39.20201 116.9296,39.19376 116.7972,39.31281 116.9404,39.30454
2162 116.0806,39.35118 116.224,39.3439 116.0899,39.46207 116.2336,39.45478
2163 116.224,39.3439 116.3673,39.33643 116.2336,39.45478 116.3772,39.44729
2164 116.3673,39.33643 116.5107,39.32875 116.3772,39.44729 116.5207,39.4396
2165 116.5107,39.32875 116.6539,39.32088 116.5207,39.4396 116.6643,39.43171
2166 116.6539,39.32088 116.7972,39.31281 116.6643,39.43171 116.8077,39.42363
2167 116.7972,39.31281 116.9404,39.30454 116.8077,39.42363 116.9512,39.41534
2223 116.0899,39.46207 116.2336,39.45478 116.0993,39.57299 116.2432,39.56569
2224 116.2336,39.45478 116.3772,39.44729 116.2432,39.56569 116.387,39.55818
2225 116.3772,39.44729 116.5207,39.4396 116.387,39.55818 116.5308,39.55047
2226 116.5207,39.4396 116.6643,39.43171 116.5308,39.55047 116.6746,39.54257
2227 116.6643,39.43171 116.8077,39.42363 116.6746,39.54257 116.8184,39.53447
2228 116.8077,39.42363 116.9512,39.41534 116.8184,39.53447 116.9621,39.52616
2286 116.387,39.55818 116.5308,39.55047 116.3969,39.66909 116.541,39.66137
2287 116.5308,39.55047 116.6746,39.54257 116.541,39.66137 116.685,39.65344
2288 116.6746,39.54257 116.8184,39.53447 116.685,39.65344 116.829,39.64532
