745 113.9446,36.88475 114.0827,36.88046 113.9499,36.9952 114.0882,36.9909
746 114.0827,36.88046 114.2207,36.87597 114.0882,36.9909 114.2265,36.98641
747 114.2207,36.87597 114.3588,36.8713 114.2265,36.98641 114.3647,36.98173
748 114.3588,36.8713 114.4968,36.86644 114.3647,36.98173 114.503,36.97686
749 114.4968,36.86644 114.6348,36.86139 114.503,36.97686 114.6412,36.97179
754 115.1865,36.83928 115.3243,36.83327 115.1939,36.94964 115.332,36.94363
755 115.3243,36.83327 115.4622,36.82708 115.332,36.94363 115.4701,36.93742
756 115.4622,36.82708 115.6,36.8207 115.4701,36.93742 115.6081,36.93103
757 115.6,36.8207 115.7378,36.81413 115.6081,36.93103 115.7461,36.92444
805 113.8115,36.99931 113.9499,36.9952 113.8166,37.10981 113.9551,37.10569
806 113.9499,36.9952 114.0882,36.9909 113.9551,37.10569 114.0937,37.10138
807 114.0882,36.9909 114.2265,36.98641 114.0937,37.10138 114.2322,37.09688
808 114.2265,36.98641 114.3647,36.98173 114.2322,37.09688 114.3707,37.09219
809 114.3647,36.98173 114.503,36.97686 114.3707,37.09219 114.5092,37.08731
810 114.503,36.97686 114.6412,36.97179 114.5092,37.08731 114.6477,37.08223
811 114.6412,36.97179 114.7794,36.96654 114.6477,37.08223 114.7861,37.07697
812 114.7794,36.96654 114.9176,36.9611 114.7861,37.07697 114.9245,37.07152
813 114.9176,36.9611 115.0557,36.95547 114.9245,37.07152 115.0629,37.06587
814 115.0557,36.95547 115.1939,36.94964 115.0629,37.06587 115.2013,37.06004
815 115.1939,36.94964 115.332,36.94363 115.2013,37.06004 115.3396,37.05401
816 115.332,36.94363 115.4701,36.93742 115.3396,37.05401 115.478,37.04779
817 115.4701,36.93742 115.6081,36.93103 115.478,37.04779 115.6162,37.04139
818 115.6081,36.93103 115.7461,36.92444 115.6162,37.04139 115.7545,37.03479
819 115.7461,36.92444 115.8841,36.91767 115.7545,37.03479 115.8927,37.028
865 113.678,37.11373 113.8166,37.10981 113.6828,37.22426 113.8216,37.22033
866 113.8166,37.10981 113.9551,37.10569 113.8216,37.22033 113.9604,37.2162
867 113.9551,37.10569 114.0937,37.10138 113.9604,37.2162 114.0992,37.21189
868 114.0937,37.10138 114.2322,37.09688 114.0992,37.21189 114.238,37.20738
869 114.2322,37.09688 114.3707,37.09219 114.238,37.20738 114.3767,37.20268
870 114.3707,37.09219 114.5092,37.08731 114.3767,37.20268 114.5155,37.19778
871 114.5092,37.08731 114.6477,37.08223 114.5155,37.19778 114.6542,37.1927
872 114.6477,37.08223 114.7861,37.07697 114.6542,37.1927 114.7928,37.18743
873 114.7861,37.07697 114.9245,37.07152 114.7928,37.18743 114.9315,37.18196
874 114.9245,37.07152 115.0629,37.06587 114.9315,37.18196 115.0701,37.17631
875 115.0629,37.06587 115.2013,37.06004 115.0701,37.17631 115.2087,37.17046
876 115.2013,37.06004 115.3396,37.05401 115.2087,37.17046 115.3473,37.16442
877 115.3396,37.05401 115.478,37.04779 115.3473,37.16442 115.4859,37.15819
878 115.478,37.04779 115.6162,37.04139 115.4859,37.15819 115.6244,37.15177
879 115.6162,37.04139 115.7545,37.03479 115.6244,37.15177 115.7629,37.14516
880 115.7545,37.03479 115.8927,37.028 115.7629,37.14516 115.9014,37.13836
927 113.8216,37.22033 113.9604,37.2162 113.8267,37.33088 113.9657,37.32675
928 113.9604,37.2162 114.0992,37.21189 113.9657,37.32675 114.1048,37.32242
929 114.0992,37.21189 114.238,37.20738 114.1048,37.32242 114.2438,37.31791
930 114.238,37.20738 114.3767,37.20268 114.2438,37.31791 114.3828,37.31319
931 114.3767,37.20268 114.5155,37.19778 114.3828,37.31319 114.5217,37.30829
932 114.5155,37.19778 114.6542,37.1927 114.5217,37.30829 114.6607,37.3032
933 114.6542,37.1927 114.7928,37.18743 114.6607,37.3032 114.7996,37.29792
934 114.7928,37.18743 114.9315,37.18196 114.7996,37.29792 114.9385,37.29244
935 114.9315,37.18196 115.0701,37.17631 114.9385,37.29244 115.0774,37.28677
936 115.0701,37.17631 115.2087,37.17046 115.0774,37.28677 115.2162,37.28091
937 115.2087,37.17046 115.3473,37.16442 115.2162,37.28091 115.355,37.27486
938 115.3473,37.16442 115.4859,37.15819 115.355,37.27486 115.4938,37.26862
939 115.4859,37.15819 115.6244,37.15177 115.4938,37.26862 115.6326,37.26219
940 115.6244,37.15177 115.7629,37.14516 115.6326,37.26219 115.7713,37.25556
988 113.8267,37.33088 113.9657,37.32675 113.8318,37.44146 113.9711,37.43732
989 113.9657,37.32675 114.1048,37.32242 113.9711,37.43732 114.1103,37.43299
990 114.1048,37.32242 114.2438,37.31791 114.1103,37.43299 114.2496,37.42846
991 114.2438,37.31791 114.3828,37.31319 114.2496,37.42846 114.3888,37.42374
992 114.3828,37.31319 114.5217,37.30829 114.3888,37.42374 114.528,37.41883
993 114.5217,37.30829 114.6607,37.3032 114.528,37.41883 114.6672,37.41373
994 114.6607,37.3032 114.7996,37.29792 114.6672,37.41373 114.8064,37.40843
995 114.7996,37.29792 114.9385,37.29244 114.8064,37.40843 114.9455,37.40295
996 114.9385,37.29244 115.0774,37.28677 114.9455,37.40295 115.0846,37.39727
997 115.0774,37.28677 115.2162,37.28091 115.0846,37.39727 115.2237,37.3914
998 115.2162,37.28091 115.355,37.27486 115.2237,37.3914 115.3628,37.38533
999 115.355,37.27486 115.4938,37.26862 115.3628,37.38533 115.5018,37.37908
1000 115.4938,37.26862 115.6326,37.26219 115.5018,37.37908 115.6408,37.37263
1001 115.6326,37.26219 115.7713,37.25556 115.6408,37.37263 115.7798,37.36599
1050 113.9711,37.43732 114.1103,37.43299 113.9764,37.54792 114.1159,37.54358
1051 114.1103,37.43299 114.2496,37.42846 114.1159,37.54358 114.2554,37.53904
1052 114.2496,37.42846 114.3888,37.42374 114.2554,37.53904 114.3949,37.53432
1053 114.3888,37.42374 114.528,37.41883 114.3949,37.53432 114.5343,37.5294
1054 114.528,37.41883 114.6672,37.41373 114.5343,37.5294 114.6738,37.52428
1055 114.6672,37.41373 114.8064,37.40843 114.6738,37.52428 114.8132,37.51898
1056 114.8064,37.40843 114.9455,37.40295 114.8132,37.51898 114.9525,37.51348
1057 114.9455,37.40295 115.0846,37.39727 114.9525,37.51348 115.0919,37.50779
1058 115.0846,37.39727 115.2237,37.3914 115.0919,37.50779 115.2312,37.5019
1059 115.2237,37.3914 115.3628,37.38533 115.2312,37.5019 115.3705,37.49583
1060 115.3628,37.38533 115.5018,37.37908 115.3705,37.49583 115.5098,37.48956
1113 114.2554,37.53904 114.3949,37.53432 114.2613,37.64966 114.401,37.64492
1114 114.3949,37.53432 114.5343,37.5294 114.401,37.64492 114.5407,37.63999
1115 114.5343,37.5294 114.6738,37.52428 114.5407,37.63999 114.6803,37.63486
1116 114.6738,37.52428 114.8132,37.51898 114.6803,37.63486 114.82,37.62955
1117 114.8132,37.51898 114.9525,37.51348 114.82,37.62955 114.9596,37.62404
1118 114.9525,37.51348 115.0919,37.50779 114.9596,37.62404 115.0992,37.61834
1119 115.0919,37.50779 115.2312,37.5019 115.0992,37.61834 115.2388,37.61244
1120 115.2312,37.5019 115.3705,37.49583 115.2388,37.61244 115.3783,37.60636
1121 115.3705,37.49583 115.5098,37.48956 115.3783,37.60636 115.5178,37.60008
1177 114.6803,37.63486 114.82,37.62955 114.687,37.74548 114.8268,37.74015
1178 114.82,37.62955 114.9596,37.62404 114.8268,37.74015 114.9667,37.73463
1179 114.9596,37.62404 115.0992,37.61834 114.9667,37.73463 115.1065,37.72892
1180 115.0992,37.61834 115.2388,37.61244 115.1065,37.72892 115.2464,37.72301
1240 114.9667,37.73463 115.1065,37.72892 114.9738,37.84525 115.1139,37.83952
1241 115.1065,37.72892 115.2464,37.72301 115.1139,37.83952 115.254,37.8336
