3025 117.536,40.83082 117.6826,40.82151 117.5482,40.94183 117.6951,40.9325
3026 117.6826,40.82151 117.8293,40.81199 117.6951,40.9325 117.842,40.92296
3027 117.8293,40.81199 117.9759,40.80226 117.842,40.92296 117.9889,40.91322
3028 117.9759,40.80226 118.1224,40.79234 117.9889,40.91322 118.1357,40.90327
3029 118.1224,40.79234 118.2689,40.78221 118.1357,40.90327 118.2824,40.89312
3030 118.2689,40.78221 118.4154,40.77188 118.2824,40.89312 118.4292,40.88277
3031 118.4154,40.77188 118.5617,40.76134 118.4292,40.88277 118.5758,40.87222
3032 118.5617,40.76134 118.7081,40.75061 118.5758,40.87222 118.7224,40.86146
3033 118.7081,40.75061 118.8544,40.73967 118.7224,40.86146 118.869,40.85049
3034 118.8544,40.73967 119.0006,40.72853 118.869,40.85049 119.0155,40.83933
3077 116.2237,41.01667 116.371,41.00917 116.2335,41.12785 116.3811,41.12033
3078 116.371,41.00917 116.5183,41.00147 116.3811,41.12033 116.5287,41.11262
3079 116.5183,41.00147 116.6656,40.99356 116.5287,41.11262 116.6762,41.10469
3080 116.6656,40.99356 116.8128,40.98545 116.6762,41.10469 116.8237,41.09657
3081 116.8128,40.98545 116.9599,40.97713 116.8237,41.09657 116.9711,41.08823
3082 116.9599,40.97713 117.1071,40.96862 116.9711,41.08823 117.1185,41.0797
3083 117.1071,40.96862 117.2541,40.95989 117.1185,41.0797 117.2658,41.07095
3084 117.2541,40.95989 117.4012,40.95096 117.2658,41.07095 117.4132,41.06201
3085 117.4012,40.95096 117.5482,40.94183 117.4132,41.06201 117.5604,41.05286
3086 117.5482,40.94183 117.6951,40.9325 117.5604,41.05286 117.7076,41.04351
3087 117.6951,40.9325 117.842,40.92296 117.7076,41.04351 117.8548,41.03395
3088 117.842,40.92296 117.9889,40.91322 117.8548,41.03395 118.0019,41.02419
3089 117.9889,40.91322 118.1357,40.90327 118.0019,41.02419 118.149,41.01422
3090 118.1357,40.90327 118.2824,40.89312 118.149,41.01422 118.296,41.00405
3091 118.2824,40.89312 118.4292,40.88277 118.296,41.00405 118.443,40.99368
3092 118.4292,40.88277 118.5758,40.87222 118.443,40.99368 118.5899,40.9831
3093 118.5758,40.87222 118.7224,40.86146 118.5899,40.9831 118.7368,40.97232
3094 118.7224,40.86146 118.869,40.85049 118.7368,40.97232 118.8836,40.96134
3137 116.0859,41.13516 116.2335,41.12785 116.0955,41.24636 116.2434,41.23904
3138 116.2335,41.12785 116.3811,41.12033 116.2434,41.23904 116.3913,41.23151
3139 116.3811,41.12033 116.5287,41.11262 116.3913,41.23151 116.5391,41.22378
3140 116.5287,41.11262 116.6762,41.10469 116.5391,41.22378 116.6869,41.21584
3141 116.6762,41.10469 116.8237,41.09657 116.6869,41.21584 116.8346,41.2077
3142 116.8237,41.09657 116.9711,41.08823 116.8346,41.2077 116.9823,41.19934
3143 116.9711,41.08823 117.1185,41.0797 116.9823,41.19934 117.13,41.19079
3144 117.1185,41.0797 117.2658,41.07095 117.13,41.19079 117.2776,41.18203
3145 117.2658,41.07095 117.4132,41.06201 117.2776,41.18203 117.4252,41.17307
3146 117.4132,41.06201 117.5604,41.05286 117.4252,41.17307 117.5727,41.1639
3147 117.5604,41.05286 117.7076,41.04351 117.5727,41.1639 117.7202,41.15453
3148 117.7076,41.04351 117.8548,41.03395 117.7202,41.15453 117.8676,41.14495
3149 117.8548,41.03395 118.0019,41.02419 117.8676,41.14495 118.015,41.13517
3150 118.0019,41.02419 118.149,41.01422 118.015,41.13517 118.1624,41.12518
3151 118.149,41.01422 118.296,41.00405 118.1624,41.12518 118.3097,41.11499
3152 118.296,41.00405 118.443,40.99368 118.3097,41.11499 118.4569,41.1046
3153 118.443,40.99368 118.5899,40.9831 118.4569,41.1046 118.6041,41.09401
3154 118.5899,40.9831 118.7368,40.97232 118.6041,41.09401 118.7512,41.08321
3155 118.7368,40.97232 118.8836,40.96134 118.7512,41.08321 118.8983,41.0722
3156 118.8836,40.96134 119.0304,40.95016 118.8983,41.0722 119.0454,41.06099
3198 116.0955,41.24636 116.2434,41.23904 116.1051,41.35759 116.2533,41.35025
3199 116.2434,41.23904 116.3913,41.23151 116.2533,41.35025 116.4014,41.3427
3200 116.3913,41.23151 116.5391,41.22378 116.4014,41.3427 116.5495,41.33495
3201 116.5391,41.22378 116.6869,41.21584 116.5495,41.33495 116.6976,41.327
3202 116.6869,41.21584 116.8346,41.2077 116.6976,41.327 116.8456,41.31884
3203 116.8346,41.2077 116.9823,41.19934 116.8456,41.31884 116.9936,41.31047
3204 116.9823,41.19934 117.13,41.19079 116.9936,41.31047 117.1415,41.3019
3205 117.13,41.19079 117.2776,41.18203 117.1415,41.3019 117.2894,41.29313
3206 117.2776,41.18203 117.4252,41.17307 117.2894,41.29313 117.4372,41.28414
3207 117.4252,41.17307 117.5727,41.1639 117.4372,41.28414 117.585,41.27496
3208 117.5727,41.1639 117.7202,41.15453 117.585,41.27496 117.7328,41.26557
3209 117.7202,41.15453 117.8676,41.14495 117.7328,41.26557 117.8805,41.25597
3210 117.8676,41.14495 118.015,41.13517 117.8805,41.25597 118.0282,41.24617
3211 118.015,41.13517 118.1624,41.12518 118.0282,41.24617 118.1758,41.23616
3212 118.1624,41.12518 118.3097,41.11499 118.1758,41.23616 118.3233,41.22596
3213 118.3097,41.11499 118.4569,41.1046 118.3233,41.22596 118.4709,41.21554
3214 118.4569,41.1046 118.6041,41.09401 118.4709,41.21554 118.6183,41.20492
3215 118.6041,41.09401 118.7512,41.08321 118.6183,41.20492 118.7657,41.1941
3216 118.7512,41.08321 118.8983,41.0722 118.7657,41.1941 118.9131,41.18307
3217 118.8983,41.0722 119.0454,41.06099 118.9131,41.18307 119.0604,41.17184
3259 116.1051,41.35759 116.2533,41.35025 116.1148,41.46882 116.2632,41.46147
3260 116.2533,41.35025 116.4014,41.3427 116.2632,41.46147 116.4116,41.45391
3261 116.4014,41.3427 116.5495,41.33495 116.4116,41.45391 116.56,41.44614
3262 116.5495,41.33495 116.6976,41.327 116.56,41.44614 116.7083,41.43817
3263 116.6976,41.327 116.8456,41.31884 116.7083,41.43817 116.8566,41.43
3264 116.8456,41.31884 116.9936,41.31047 116.8566,41.43 117.0049,41.42162
3265 116.9936,41.31047 117.1415,41.3019 117.0049,41.42162 117.1531,41.41302
3266 117.1415,41.3019 117.2894,41.29313 117.1531,41.41302 117.3012,41.40423
3267 117.2894,41.29313 117.4372,41.28414 117.3012,41.40423 117.4493,41.39523
3268 117.4372,41.28414 117.585,41.27496 117.4493,41.39523 117.5974,41.38603
3269 117.585,41.27496 117.7328,41.26557 117.5974,41.38603 117.7455,41.37662
3270 117.7328,41.26557 117.8805,41.25597 117.7455,41.37662 117.8934,41.367
3271 117.8805,41.25597 118.0282,41.24617 117.8934,41.367 118.0414,41.35719
3272 118.0282,41.24617 118.1758,41.23616 118.0414,41.35719 118.1892,41.34716
3273 118.1758,41.23616 118.3233,41.22596 118.1892,41.34716 118.3371,41.33693
3274 118.3233,41.22596 118.4709,41.21554 118.3371,41.33693 118.4849,41.32649
3275 118.4709,41.21554 118.6183,41.20492 118.4849,41.32649 118.6326,41.31585
3276 118.6183,41.20492 118.7657,41.1941 118.6326,41.31585 118.7803,41.30501
3277 118.7657,41.1941 118.9131,41.18307 118.7803,41.30501 118.9279,41.29396
3278 118.9131,41.18307 119.0604,41.17184 118.9279,41.29396 119.0755,41.28271
3279 119.0604,41.17184 119.2076,41.16041 119.0755,41.28271 119.223,41.27126
3319 115.9663,41.47597 116.1148,41.46882 115.9757,41.58723 116.1245,41.58007
3320 116.1148,41.46882 116.2632,41.46147 116.1245,41.58007 116.2732,41.5727
3321 116.2632,41.46147 116.4116,41.45391 116.2732,41.5727 116.4219,41.56513
3322 116.4116,41.45391 116.56,41.44614 116.4219,41.56513 116.5705,41.55735
3323 116.56,41.44614 116.7083,41.43817 116.5705,41.55735 116.7191,41.54936
3324 116.7083,41.43817 116.8566,41.43 116.7191,41.54936 116.8677,41.54117
3325 116.8566,41.43 117.0049,41.42162 116.8677,41.54117 117.0162,41.53277
3326 117.0049,41.42162 117.1531,41.41302 117.0162,41.53277 117.1647,41.52417
3327 117.1531,41.41302 117.3012,41.40423 117.1647,41.52417 117.3131,41.51535
3328 117.3012,41.40423 117.4493,41.39523 117.3131,41.51535 117.4615,41.50634
3329 117.4493,41.39523 117.5974,41.38603 117.4615,41.50634 117.6099,41.49711
3330 117.5974,41.38603 117.7455,41.37662 117.6099,41.49711 117.7582,41.48769
3331 117.7455,41.37662 117.8934,41.367 117.7582,41.48769 117.9064,41.47805
3332 117.8934,41.367 118.0414,41.35719 117.9064,41.47805 118.0546,41.46821
3333 118.0414,41.35719 118.1892,41.34716 118.0546,41.46821 118.2028,41.45817
3334 118.1892,41.34716 118.3371,41.33693 118.2028,41.45817 118.3509,41.44792
3335 118.3371,41.33693 118.4849,41.32649 118.3509,41.44792 118.4989,41.43746
3336 118.4849,41.32649 118.6326,41.31585 118.4989,41.43746 118.6469,41.4268
3337 118.6326,41.31585 118.7803,41.30501 118.6469,41.4268 118.7949,41.41594
3338 118.7803,41.30501 118.9279,41.29396 118.7949,41.41594 118.9428,41.40487
3339 118.9279,41.29396 119.0755,41.28271 118.9428,41.40487 119.0906,41.39359
3340 119.0755,41.28271 119.223,41.27126 119.0906,41.39359 119.2384,41.38211
3341 119.223,41.27126 119.3704,41.25959 119.2384,41.38211 119.3861,41.37043
3379 115.8269,41.59418 115.9757,41.58723 115.8361,41.70548 115.9852,41.69851
3380 115.9757,41.58723 116.1245,41.58007 115.9852,41.69851 116.1342,41.69134
3381 116.1245,41.58007 116.2732,41.5727 116.1342,41.69134 116.2832,41.68395
3382 116.2732,41.5727 116.4219,41.56513 116.2832,41.68395 116.4322,41.67636
3383 116.4219,41.56513 116.5705,41.55735 116.4322,41.67636 116.5811,41.66857
3384 116.5705,41.55735 116.7191,41.54936 116.5811,41.66857 116.7299,41.66056
3385 116.7191,41.54936 116.8677,41.54117 116.7299,41.66056 116.8788,41.65236
3386 116.8677,41.54117 117.0162,41.53277 116.8788,41.65236 117.0276,41.64394
3387 117.0162,41.53277 117.1647,41.52417 117.0276,41.64394 117.1763,41.63532
3388 117.1647,41.52417 117.3131,41.51535 117.1763,41.63532 117.325,41.62649
3389 117.3131,41.51535 117.4615,41.50634 117.325,41.62649 117.4737,41.61745
3390 117.4615,41.50634 117.6099,41.49711 117.4737,41.61745 117.6223,41.60821
3391 117.6099,41.49711 117.7582,41.48769 117.6223,41.60821 117.7709,41.59877
3392 117.7582,41.48769 117.9064,41.47805 117.7709,41.59877 117.9194,41.58911
3393 117.9064,41.47805 118.0546,41.46821 117.9194,41.58911 118.0679,41.57925
3394 118.0546,41.46821 118.2028,41.45817 118.0679,41.57925 118.2163,41.56919
3395 118.2028,41.45817 118.3509,41.44792 118.2163,41.56919 118.3647,41.55892
3441 115.9852,41.69851 116.1342,41.69134 115.9947,41.8098 116.144,41.80261
3442 116.1342,41.69134 116.2832,41.68395 116.144,41.80261 116.2932,41.79522
3443 116.2832,41.68395 116.4322,41.67636 116.2932,41.79522 116.4425,41.78761
3444 116.4322,41.67636 116.5811,41.66857 116.4425,41.78761 116.5917,41.7798
3445 116.5811,41.66857 116.7299,41.66056 116.5917,41.7798 116.7408,41.77178
3446 116.7299,41.66056 116.8788,41.65236 116.7408,41.77178 116.8899,41.76356
3447 116.8788,41.65236 117.0276,41.64394 116.8899,41.76356 117.039,41.75512
3448 117.0276,41.64394 117.1763,41.63532 117.039,41.75512 117.188,41.74649
3449 117.1763,41.63532 117.325,41.62649 117.188,41.74649 117.337,41.73764
3450 117.325,41.62649 117.4737,41.61745 117.337,41.73764 117.486,41.72858
3451 117.4737,41.61745 117.6223,41.60821 117.486,41.72858 117.6348,41.71933
3452 117.6223,41.60821 117.7709,41.59877 117.6348,41.71933 117.7837,41.70986
3453 117.7709,41.59877 117.9194,41.58911 117.7837,41.70986 117.9325,41.70019
3454 117.9194,41.58911 118.0679,41.57925 117.9325,41.70019 118.0812,41.69031
3455 118.0679,41.57925 118.2163,41.56919 118.0812,41.69031 118.2299,41.68023
3456 118.2163,41.56919 118.3647,41.55892 118.2299,41.68023 118.3786,41.66993
3502 115.9947,41.8098 116.144,41.80261 116.0042,41.92111 116.1538,41.91391
3503 116.144,41.80261 116.2932,41.79522 116.1538,41.91391 116.3033,41.90649
3504 116.2932,41.79522 116.4425,41.78761 116.3033,41.90649 116.4528,41.89888
3505 116.4425,41.78761 116.5917,41.7798 116.4528,41.89888 116.6023,41.89105
3506 116.5917,41.7798 116.7408,41.77178 116.6023,41.89105 116.7517,41.88301
3507 116.7408,41.77178 116.8899,41.76356 116.7517,41.88301 116.9011,41.87477
3508 116.8899,41.76356 117.039,41.75512 116.9011,41.87477 117.0505,41.86632
3509 117.039,41.75512 117.188,41.74649 117.0505,41.86632 117.1998,41.85767
3510 117.188,41.74649 117.337,41.73764 117.1998,41.85767 117.349,41.8488
3511 117.337,41.73764 117.486,41.72858 117.349,41.8488 117.4982,41.83973
3512 117.486,41.72858 117.6348,41.71933 117.4982,41.83973 117.6474,41.83045
3513 117.6348,41.71933 117.7837,41.70986 117.6474,41.83045 117.7965,41.82097
3514 117.7837,41.70986 117.9325,41.70019 117.7965,41.82097 117.9456,41.81128
3515 117.9325,41.70019 118.0812,41.69031 117.9456,41.81128 118.0946,41.80138
3516 118.0812,41.69031 118.2299,41.68023 118.0946,41.80138 118.2436,41.79127
3564 116.1538,41.91391 116.3033,41.90649 116.1636,42.02521 116.3134,42.01778
3565 116.3033,41.90649 116.4528,41.89888 116.3134,42.01778 116.4632,42.01015
3566 116.4528,41.89888 116.6023,41.89105 116.4632,42.01015 116.613,42.00231
3567 116.6023,41.89105 116.7517,41.88301 116.613,42.00231 116.7627,41.99426
3568 116.7517,41.88301 116.9011,41.87477 116.7627,41.99426 116.9123,41.986
3569 116.9011,41.87477 117.0505,41.86632 116.9123,41.986 117.062,41.97753
3570 117.0505,41.86632 117.1998,41.85767 117.062,41.97753 117.2116,41.96886
3571 117.1998,41.85767 117.349,41.8488 117.2116,41.96886 117.3611,41.95998
3572 117.349,41.8488 117.4982,41.83973 117.3611,41.95998 117.5106,41.95089
3573 117.4982,41.83973 117.6474,41.83045 117.5106,41.95089 117.66,41.94159
3574 117.6474,41.83045 117.7965,41.82097 117.66,41.94159 117.8094,41.93209
3575 117.7965,41.82097 117.9456,41.81128 117.8094,41.93209 117.9588,41.92237
3576 117.9456,41.81128 118.0946,41.80138 117.9588,41.92237 118.1081,41.91246
3577 118.0946,41.80138 118.2436,41.79127 118.1081,41.91246 118.2573,41.90233
3578 118.2436,41.79127 118.3925,41.78096 118.2573,41.90233 118.4065,41.892
3629 116.7627,41.99426 116.9123,41.986 116.7737,42.10551 116.9236,42.09724
3630 116.9123,41.986 117.062,41.97753 116.9236,42.09724 117.0735,42.08875
3631 117.062,41.97753 117.2116,41.96886 117.0735,42.08875 117.2234,42.08006
3632 117.2116,41.96886 117.3611,41.95998 117.2234,42.08006 117.3732,42.07116
3633 117.3611,41.95998 117.5106,41.95089 117.3732,42.07116 117.523,42.06206
3634 117.5106,41.95089 117.66,41.94159 117.523,42.06206 117.6727,42.05274
3635 117.66,41.94159 117.8094,41.93209 117.6727,42.05274 117.8224,42.04322
3636 117.8094,41.93209 117.9588,41.92237 117.8224,42.04322 117.972,42.03349
3637 117.9588,41.92237 118.1081,41.91246 117.972,42.03349 118.1216,42.02355
3638 118.1081,41.91246 118.2573,41.90233 118.1216,42.02355 118.2711,42.0134
3639 118.2573,41.90233 118.4065,41.892 118.2711,42.0134 118.4206,42.00305
3690 116.7737,42.10551 116.9236,42.09724 116.7847,42.21678 116.9349,42.20849
3691 116.9236,42.09724 117.0735,42.08875 116.9349,42.20849 117.0851,42.19999
3692 117.0735,42.08875 117.2234,42.08006 117.0851,42.19999 117.2353,42.19128
3693 117.2234,42.08006 117.3732,42.07116 117.2353,42.19128 117.3853,42.18236
3694 117.3732,42.07116 117.523,42.06206 117.3853,42.18236 117.5354,42.17324
3695 117.523,42.06206 117.6727,42.05274 117.5354,42.17324 117.6854,42.1639
3696 117.6727,42.05274 117.8224,42.04322 117.6854,42.1639 117.8354,42.15436
3697 117.8224,42.04322 117.972,42.03349 117.8354,42.15436 117.9853,42.14461
3698 117.972,42.03349 118.1216,42.02355 117.9853,42.14461 118.1351,42.13465
3699 118.1216,42.02355 118.2711,42.0134 118.1351,42.13465 118.2849,42.12449
3751 116.7847,42.21678 116.9349,42.20849 116.7958,42.32806 116.9463,42.31975
3752 116.9349,42.20849 117.0851,42.19999 116.9463,42.31975 117.0967,42.31123
3753 117.0851,42.19999 117.2353,42.19128 117.0967,42.31123 117.2472,42.30251
3754 117.2353,42.19128 117.3853,42.18236 117.2472,42.30251 117.3975,42.29357
3755 117.3853,42.18236 117.5354,42.17324 117.3975,42.29357 117.5479,42.28443
3756 117.5354,42.17324 117.6854,42.1639 117.5479,42.28443 117.6982,42.27508
3757 117.6854,42.1639 117.8354,42.15436 117.6982,42.27508 117.8484,42.26551
3758 117.8354,42.15436 117.9853,42.14461 117.8484,42.26551 117.9986,42.25574
3759 117.9853,42.14461 118.1351,42.13465 117.9986,42.25574 118.1487,42.24577
3812 116.7958,42.32806 116.9463,42.31975 116.8069,42.43935 116.9577,42.43102
3813 116.9463,42.31975 117.0967,42.31123 116.9577,42.43102 117.1084,42.42249
3814 117.0967,42.31123 117.2472,42.30251 117.1084,42.42249 117.2591,42.41375
3815 117.2472,42.30251 117.3975,42.29357 117.2591,42.41375 117.4098,42.40479
3816 117.3975,42.29357 117.5479,42.28443 117.4098,42.40479 117.5604,42.39563
3817 117.5479,42.28443 117.6982,42.27508 117.5604,42.39563 117.711,42.38626
3818 117.6982,42.27508 117.8484,42.26551 117.711,42.38626 117.8615,42.37668
3819 117.8484,42.26551 117.9986,42.25574 117.8615,42.37668 118.0119,42.36689
3820 117.9986,42.25574 118.1487,42.24577 118.0119,42.36689 118.1624,42.3569
3874 116.9577,42.43102 117.1084,42.42249 116.9691,42.54231 117.1202,42.53376
3875 117.1084,42.42249 117.2591,42.41375 117.1202,42.53376 117.2711,42.525
3876 117.2591,42.41375 117.4098,42.40479 117.2711,42.525 117.4221,42.51603
3877 117.4098,42.40479 117.5604,42.39563 117.4221,42.51603 117.573,42.50685
3878 117.5604,42.39563 117.711,42.38626 117.573,42.50685 117.7238,42.49746
3879 117.711,42.38626 117.8615,42.37668 117.7238,42.49746 117.8746,42.48786
3880 117.8615,42.37668 118.0119,42.36689 117.8746,42.48786 118.0254,42.47805
3881 118.0119,42.36689 118.1624,42.3569 118.0254,42.47805 118.176,42.46803
3938 117.4221,42.51603 117.573,42.50685 117.4344,42.62727 117.5856,42.61807
3939 117.573,42.50685 117.7238,42.49746 117.5856,42.61807 117.7367,42.60866
3940 117.7238,42.49746 117.8746,42.48786 117.7367,42.60866 117.8878,42.59904
3941 117.8746,42.48786 118.0254,42.47805 117.8878,42.59904 118.0388,42.58921
